date,category,buy_value,sell_value,net_value,category,buy_value,sell_value,net_value
13-07-2015,DII,1081.26,1252.81,-171.55,FII/FPI,3477.95,2949.97,527.98
14-07-2015,DII,1227.27,1358.17,-130.9,FII/FPI,3148.88,2878.98,269.9
15-07-2015,DII,1384.34,1434.72,-50.38,FII/FPI,3292.92,2885.23,407.69
16-07-2015,DII,1632.69,1731.2,-98.51,FII/FPI,3250.41,2504.6,745.81
17-07-2015,DII,1331.99,1507.14,-175.15,FII/FPI,3347.75,2742.19,605.56
20-07-2015,DII,867.61,1716.37,-848.76,FII/FPI,3273.24,2558.84,714.4
21-07-2015,DII,2195.41,2049.09,146.32,FII/FPI,4366.82,4593.7,-226.88
22-07-2015,DII,1617.62,1969.39,-351.77,FII/FPI,4001.56,3551.24,450.32
23-07-2015,DII,1507.41,1784.1,-276.69,FII/FPI,3851.6,3666.18,185.42
24-07-2015,DII,2187.64,1991.26,196.38,FII/FPI,3424.92,3418.3,6.62
27-07-2015,DII,1780.19,1541.53,238.66,FII/FPI,3837.23,4697.17,-859.94
29-07-2015,DII,1934.8,1292.11,642.69,FII/FPI,4333.77,4520.01,-186.24
30-07-2015,DII,3322.24,2822.59,499.65,FII/FPI,5352,5522.68,-170.68
31-07-2015,DII,2827.52,1806.18,1021.34,FII/FPI,5598.27,5876.04,-277.77
01-08-2015,DII,2174.4,1885.52,288.88,FII/FPI,4685.59,5152.37,-466.78
04-08-2015,DII,1919.31,1536.77,382.54,FII/FPI,4536.32,5015.5,-479.18
05-08-2015,DII,2725.58,1611.2,1114.38,FII/FPI,4236.79,4674.35,-437.56
06-08-2015,DII,1810.3,1280.48,529.82,FII/FPI,2932.64,3681.76,-749.12
07-08-2015,DII,1368.19,1714.9,-346.71,FII/FPI,6943.13,7297.45,-354.32
09-08-2015,DII,1760.13,1312.72,447.41,FII/FPI,2970.3,3629.97,-659.67
10-08-2015,DII,1382.71,1682.46,-299.75,FII/FPI,4092.94,4141.83,-48.89
12-08-2015,DII,1577.24,986.92,590.32,FII/FPI,3109.43,3627.89,-518.46
13-08-2015,DII,2056.47,1510.61,545.86,FII/FPI,3854.34,4480.24,-625.9
14-08-2015,DII,1591.59,1412.39,179.2,FII/FPI,4442.23,4038.47,403.76
17-08-2015,DII,1471.16,1287.44,183.72,FII/FPI,3507.74,3365.4,142.34
18-08-2015,DII,1194.33,1066.83,127.5,FII/FPI,3436.01,3691.43,-255.42
19-08-2015,DII,1743.89,1360.57,383.32,FII/FPI,3132.83,3556.55,-423.72
20-08-2015,DII,2018.09,1450.22,567.87,FII/FPI,4699.37,5706.63,-1007.26
21-08-2015,DII,3028.46,1504.36,1524.1,FII/FPI,4583.5,6924.1,-2340.6
24-08-2015,DII,6071.27,1973.44,4097.83,FII/FPI,4740.89,10016.29,-5275.4
25-08-2015,DII,4509.66,2546.57,1963.09,FII/FPI,6665.15,8745.16,-2080.01
26-08-2015,DII,3358.28,1477.2,1881.08,FII/FPI,5050.82,7396.59,-2345.77
27-08-2015,DII,5078.89,2501.83,2577.06,FII/FPI,7474.44,10821.79,-3347.35
28-08-2015,DII,1832.89,985.46,847.43,FII/FPI,5682.45,5626.04,56.41
31-08-2015,DII,1819.22,1340.63,478.59,FII/FPI,9733.82,10285.01,-551.19
01-09-2015,DII,1876.92,1577.39,299.53,FII/FPI,4182.2,4480.19,-297.99
02-09-2015,DII,1651,1181.45,469.55,FII/FPI,3163.41,3823.71,-660.3
03-09-2015,DII,1486.23,1521.54,-35.31,FII/FPI,5751.95,4913.65,838.3
04-09-2015,DII,2166.98,1674.19,492.79,FII/FPI,5589.4,5395.59,193.81
06-09-2015,DII,1767.86,1075.57,692.29,FII/FPI,3152.89,3797.91,-645.02
07-09-2015,DII,1271.41,1192.33,79.08,FII/FPI,3685.44,3939.54,-254.1
09-09-2015,DII,2312.81,1118.23,1194.58,FII/FPI,4143.08,4595.21,-452.13
10-09-2015,DII,1583.23,1952.23,-369,FII/FPI,3594.01,3110.15,483.86
11-09-2015,DII,2320.16,1698.98,621.18,FII/FPI,3816.91,4677.97,-861.06
12-09-2015,DII,1938.11,1073.4,864.71,FII/FPI,3096.25,3623.66,-527.41
14-09-2015,DII,1142.16,958.26,183.9,FII/FPI,2621.15,2562.4,58.75
15-09-2015,DII,1524.67,1044.17,480.5,FII/FPI,2842.75,3753.6,-910.85
16-09-2015,DII,1664.14,1240.33,423.81,FII/FPI,3812.86,4150.13,-337.27
18-09-2015,DII,1918.39,1503.3,415.09,FII/FPI,10656.63,10013.12,643.51
21-09-2015,DII,1135.69,1031.61,104.08,FII/FPI,3569.39,3414.52,154.87
22-09-2015,DII,1910.71,1532.45,378.26,FII/FPI,3938.67,4990.91,-1052.24
23-09-2015,DII,2008.04,1116.68,891.36,FII/FPI,2987.47,4317.59,-1330.12
24-09-2015,DII,2624.14,2573.47,50.67,FII/FPI,5760.19,5875.29,-115.1
28-09-2015,DII,1802.79,1297.2,505.59,FII/FPI,3259.13,3909.14,-650.01
29-09-2015,DII,2638.23,1762.03,876.2,FII/FPI,4120.3,5232.89,-1112.59
30-09-2015,DII,2349.53,2541.31,-191.78,FII/FPI,7063.3,6947.22,116.08
02-10-2015,DII,2442.08,1590.76,851.32,FII/FPI,4328.7,5589.89,-1261.19
03-10-2015,DII,1872.98,1582.5,290.48,FII/FPI,4292.22,5040.35,-748.13
04-10-2015,DII,1671.41,1806.59,-135.18,FII/FPI,4823.65,4460.86,362.79
06-10-2015,DII,1911.2,1123.14,788.06,FII/FPI,3279.45,3761.56,-482.11
07-10-2015,DII,1785.69,1195.2,590.49,FII/FPI,4991.65,5456.92,-465.27
08-10-2015,DII,1323.23,1373.28,-50.05,FII/FPI,3539.95,3554.38,-14.43
09-10-2015,DII,1321.59,1254.99,66.6,FII/FPI,3536.27,3657.46,-121.19
11-10-2015,DII,2237.44,1579.11,658.33,FII/FPI,3205.53,3867.48,-661.95
12-10-2015,DII,1741.9,1330.98,410.92,FII/FPI,3226.68,3806.96,-580.28
13-10-2015,DII,974.81,1248.32,-273.51,FII/FPI,3618.12,3345.51,272.61
14-10-2015,DII,1316.33,1523.96,-207.63,FII/FPI,3574.14,3452.39,121.75
16-10-2015,DII,1603.17,1500.68,102.49,FII/FPI,3527.27,3090.48,436.79
19-10-2015,DII,1330.05,1576.31,-246.26,FII/FPI,3463.95,2565.72,898.23
20-10-2015,DII,1821.75,2176.71,-354.96,FII/FPI,4496.8,3973.11,523.69
21-10-2015,DII,1469.07,1607.8,-138.73,FII/FPI,2955.76,3004.09,-48.33
23-10-2015,DII,1305.26,1461.15,-155.89,FII/FPI,4532.49,4303.31,229.18
26-10-2015,DII,1115.08,1645.86,-530.78,FII/FPI,4111.58,3387.07,724.51
27-10-2015,DII,1487.76,1653.21,-165.45,FII/FPI,5210.19,5200.69,9.5
28-10-2015,DII,2020.18,1860.01,160.17,FII/FPI,4429.41,5160.58,-731.17
29-10-2015,DII,2713.8,3013,-299.2,FII/FPI,5675.32,5501.2,174.12
30-10-2015,DII,3291.32,1731.21,1560.11,FII/FPI,3385.74,4850.63,-1464.89
02-11-2015,DII,1674.69,1527.2,147.49,FII/FPI,3933.66,4304.93,-371.27
03-11-2015,DII,1697.31,2036.27,-338.96,FII/FPI,4343.92,4788.57,-444.65
05-11-2015,DII,1851.42,1522.85,328.57,FII/FPI,4529.36,4359.39,169.97
06-11-2015,DII,1875.48,1286.19,589.29,FII/FPI,3752.77,4375.66,-622.89
08-11-2015,DII,1510.87,1380.13,130.74,FII/FPI,3488.91,4225.72,-736.81
09-11-2015,DII,1648.25,1236.82,411.43,FII/FPI,2493.91,3248.18,-754.27
11-11-2015,DII,27.47,16.95,10.52,FII/FPI,190.6,202.53,-11.93
12-11-2015,DII,1790.32,1497.44,292.88,FII/FPI,3824.52,3570.79,253.73
13-11-2015,DII,1526.75,1455.86,70.89,FII/FPI,5554.39,6301.09,-746.7
16-11-2015,DII,1664.52,1002.81,661.71,FII/FPI,3345.6,4396.86,-1051.26
17-11-2015,DII,1697.49,914.47,783.02,FII/FPI,3500.4,3992.85,-492.45
18-11-2015,DII,1598.38,839.12,759.26,FII/FPI,2980.98,3749.44,-768.46
19-11-2015,DII,1355.79,1121.97,233.82,FII/FPI,3486.83,3830.01,-343.18
20-11-2015,DII,1876.73,1266.57,610.16,FII/FPI,3302.53,3396.62,-94.09
23-11-2015,DII,1361.82,1271.54,90.28,FII/FPI,3143.41,3178.78,-35.37
24-11-2015,DII,1866.12,1333.99,532.13,FII/FPI,3252.52,3792.64,-540.12
26-11-2015,DII,3343.24,2394.26,948.98,FII/FPI,5980.12,6378.22,-398.1
27-11-2015,DII,2074.43,1173.95,900.48,FII/FPI,2676.99,3196.24,-519.25
30-11-2015,DII,2977.78,2376.05,601.73,FII/FPI,13538.84,14582.68,-1043.84
01-12-2015,DII,1097.14,1428.32,-331.18,FII/FPI,3289.52,3044.57,244.95
02-12-2015,DII,2143.62,1438.09,705.53,FII/FPI,4296.42,4702.7,-406.28
03-12-2015,DII,1643.94,2025.88,-381.94,FII/FPI,5428.9,4695.81,733.09
05-12-2015,DII,2545.56,1213.63,1331.93,FII/FPI,4856.75,6186.18,-1329.43
06-12-2015,DII,1537.78,832.2,705.58,FII/FPI,3119.17,3790.13,-670.96
08-12-2015,DII,2660.03,1436.23,1223.8,FII/FPI,3785.66,5640.68,-1855.02
10-12-2015,DII,1036.58,1211.65,-175.07,FII/FPI,2770.03,2452.47,317.56
14-12-2015,DII,1627.73,1241.26,386.47,FII/FPI,2764.1,2921.17,-157.07
15-12-2015,DII,1663.79,1389.86,273.93,FII/FPI,3277.54,3228.87,48.67
16-12-2015,DII,2288.98,1264.95,1024.03,FII/FPI,2732.49,3235.71,-503.22
17-12-2015,DII,1950.31,2316.54,-366.23,FII/FPI,4108.58,3470.57,638.01
18-12-2015,DII,1448.04,1853.02,-404.98,FII/FPI,5642.44,5649.43,-6.99
21-12-2015,DII,1191.34,1128.64,62.7,FII/FPI,2468.66,2431.29,37.37
22-12-2015,DII,1362.28,1123.92,238.36,FII/FPI,2578.47,2409.74,168.73
23-12-2015,DII,1743.36,1110.72,632.64,FII/FPI,2426.42,2040.6,385.82
24-12-2015,DII,842,833.95,8.05,FII/FPI,1181.13,1293.16,-112.03
28-12-2015,DII,2446.49,1458.67,987.82,FII/FPI,1900.63,2203.25,-302.62
29-12-2015,DII,1473.43,1466.99,6.44,FII/FPI,2278.39,2269.9,8.49
30-12-2015,DII,1414.35,1488.76,-74.41,FII/FPI,2088.07,1935.87,152.2
31-12-2015,DII,2781.23,3038.9,-257.67,FII/FPI,4575.11,3451.7,1123.41
01-01-2016,DII,783.36,864.6,-81.24,FII/FPI,540.77,312.66,228.11
02-01-2016,DII,1104.5,1640.2,-535.7,FII/FPI,4211.32,3957.44,253.88
03-01-2016,DII,2203.55,3038.14,-834.59,FII/FPI,7504.37,4591.78,2912.59
04-01-2016,DII,1159.75,1679.66,-519.91,FII/FPI,3725.52,3511.51,214.01
06-01-2016,DII,1258.41,1418.9,-160.49,FII/FPI,3986.33,3726.43,259.9
07-01-2016,DII,2747.46,1840.41,907.05,FII/FPI,3086.32,3273.83,-187.51
08-01-2016,DII,2159.81,2573.58,-413.77,FII/FPI,5928.19,5201.97,726.22
09-01-2016,DII,2451.15,2142.99,308.16,FII/FPI,3344.28,3645.79,-301.51
11-01-2016,DII,2226.9,2034.8,192.1,FII/FPI,4897.3,5021.26,-123.96
12-01-2016,DII,1879.47,1641.66,237.81,FII/FPI,3499.65,3902.27,-402.62
13-01-2016,DII,2503.24,1884.45,618.79,FII/FPI,4316.56,4392.46,-75.9
14-01-2016,DII,3281.53,1755.31,1526.22,FII/FPI,3096.69,4318.66,-1221.97
15-01-2016,DII,2320.25,1631.41,688.84,FII/FPI,3172.68,4296.47,-1123.79
18-01-2016,DII,2667.92,1545.12,1122.8,FII/FPI,3140.59,4344.43,-1203.84
19-01-2016,DII,2691.27,1304.44,1386.83,FII/FPI,2695.97,3553.67,-857.7
20-01-2016,DII,2882.52,1499.38,1383.14,FII/FPI,3854.92,5179.61,-1324.69
21-01-2016,DII,2544.12,1276.38,1267.74,FII/FPI,4042.16,5789.39,-1747.23
22-01-2016,DII,2310.9,1395.3,915.6,FII/FPI,3920.3,4690.13,-769.83
25-01-2016,DII,1272.53,964.64,307.89,FII/FPI,3261.63,3352.78,-91.15
27-01-2016,DII,1583.49,1083.5,499.99,FII/FPI,4355,4721.93,-366.93
28-01-2016,DII,2872.07,2477.85,394.22,FII/FPI,5889.83,6851.65,-961.82
29-01-2016,DII,2121.61,1881.59,240.02,FII/FPI,5632.66,5060.96,571.7
02-02-2016,DII,1346.11,1669.34,-323.23,FII/FPI,4102.58,4216.56,-113.98
03-02-2016,DII,2024.92,2618.59,-593.67,FII/FPI,5877.6,4440.1,1437.5
05-02-2016,DII,944.81,1054.37,-109.56,FII/FPI,2977.66,2542.73,434.93
06-02-2016,DII,1160.57,1737.43,-576.86,FII/FPI,4472.29,3950.44,521.85
08-02-2016,DII,2234.26,2617.49,-383.23,FII/FPI,4914.92,4378.65,536.27
09-02-2016,DII,2590.57,2455.69,134.88,FII/FPI,3617.63,3386.44,231.19
11-02-2016,DII,2376.08,1968.81,407.27,FII/FPI,3625.45,4292.82,-667.37
12-02-2016,DII,1637.36,2055.94,-418.58,FII/FPI,4041.4,4231.92,-190.52
15-02-2016,DII,3223.71,1236.26,1987.45,FII/FPI,3661.07,4972.66,-1311.59
16-02-2016,DII,1525.18,934.45,590.73,FII/FPI,2898.07,3862.26,-964.19
17-02-2016,DII,1511.72,1127.19,384.53,FII/FPI,3029.01,3589.01,-560
18-02-2016,DII,1663.25,951.13,712.12,FII/FPI,4096.46,3677.82,418.64
19-02-2016,DII,881.27,864.74,16.53,FII/FPI,2772.85,2964.58,-191.73
22-02-2016,DII,1377.85,779.98,597.87,FII/FPI,2617.38,3274.31,-656.93
23-02-2016,DII,1385.32,1127.39,257.93,FII/FPI,3356.14,3645.8,-289.66
24-02-2016,DII,1484.16,878.28,605.88,FII/FPI,2953.79,3684.78,-730.99
25-02-2016,DII,2569.2,1762.23,806.97,FII/FPI,4959.8,6425.48,-1465.68
26-02-2016,DII,2043.48,1259.34,784.14,FII/FPI,2807.45,3502.82,-695.37
29-02-2016,DII,2856.36,1411.11,1445.25,FII/FPI,8321.34,10339.36,-2018.02
02-03-2016,DII,1455.23,1600.01,-144.78,FII/FPI,3160.51,3517.64,-357.13
03-03-2016,DII,1845.35,2310.1,-464.75,FII/FPI,4363.82,3451.84,911.98
05-03-2016,DII,1945.94,1461.3,484.64,FII/FPI,3598.55,4353.83,-755.28
06-03-2016,DII,1439.25,1832.46,-393.21,FII/FPI,5571.69,3986.68,1585.01
08-03-2016,DII,1674.42,2475.17,-800.75,FII/FPI,4698.8,4120.63,578.17
10-03-2016,DII,2479.59,2281.57,198.02,FII/FPI,3745.1,3710.88,34.22
11-03-2016,DII,2775.42,2240.44,534.98,FII/FPI,3060.22,3766.99,-706.77
14-03-2016,DII,1076.66,1882,-805.34,FII/FPI,5564.95,4529.32,1035.63
15-03-2016,DII,1512.28,1814.59,-302.31,FII/FPI,3789.67,3843.68,-54.01
16-03-2016,DII,1031.87,1712.03,-680.16,FII/FPI,3675.19,3049.61,625.58
17-03-2016,DII,1945.25,2113.63,-168.38,FII/FPI,4997.97,4253.48,744.49
18-03-2016,DII,1570.77,1974.14,-403.37,FII/FPI,7132.64,5420.02,1712.62
21-03-2016,DII,1497.69,2116.46,-618.77,FII/FPI,4791.88,3395.55,1396.33
22-03-2016,DII,1167.84,2098.21,-930.37,FII/FPI,4945.28,3849.84,1095.44
23-03-2016,DII,1596.53,2619.11,-1022.58,FII/FPI,3923.97,2947.06,976.91
28-03-2016,DII,1408.82,3903.26,-2494.44,FII/FPI,5346.52,3303.58,2042.94
29-03-2016,DII,1834.08,2390.77,-556.69,FII/FPI,4577.65,4064.2,513.45
30-03-2016,DII,1907.34,2304.24,-396.9,FII/FPI,5866.32,4423.85,1442.47
31-03-2016,DII,3473.08,6363.65,-2890.57,FII/FPI,11230.72,7174.1,4056.62
01-04-2016,DII,1371.47,1594.26,-222.79,FII/FPI,2097.07,2764.22,-667.15
02-04-2016,DII,2040.07,1563.63,476.44,FII/FPI,3121.98,3317.9,-195.92
03-04-2016,DII,1393.43,1926.53,-533.1,FII/FPI,4231.6,3560.03,671.57
04-04-2016,DII,1311.55,1645.29,-333.74,FII/FPI,2948.11,2711.29,236.82
05-04-2016,DII,1664.67,1743.47,-78.8,FII/FPI,3705.95,3772.4,-66.45
07-04-2016,DII,1939.8,1562.35,377.45,FII/FPI,2992.7,2810.42,182.28
08-04-2016,DII,1682.14,2209.25,-527.11,FII/FPI,4144.11,3584.62,559.49
10-04-2016,DII,2315.48,2487.71,-172.23,FII/FPI,4779.15,4435.02,344.13
11-04-2016,DII,5115.39,4025.53,1089.86,FII/FPI,4277.18,4620.48,-343.3
13-04-2016,DII,2519.32,2249.43,269.89,FII/FPI,4923.76,4279.49,644.27
18-04-2016,DII,1628.89,1942.11,-313.22,FII/FPI,6118.62,5140.64,977.98
20-04-2016,DII,1363.42,1663.51,-300.09,FII/FPI,6021.67,6101.77,-80.1
21-04-2016,DII,2168.3,2102.58,65.72,FII/FPI,5625.66,4820.24,805.42
22-04-2016,DII,1500.28,1668.92,-168.64,FII/FPI,3701.43,3510.36,191.07
25-04-2016,DII,1075.18,1823.13,-747.95,FII/FPI,5698.59,5476.25,222.34
26-04-2016,DII,1488.41,1467.2,21.21,FII/FPI,4855.69,4343.47,512.22
27-04-2016,DII,1656.53,1951.6,-295.07,FII/FPI,4412.63,4001.63,411
28-04-2016,DII,2245.92,2662.13,-416.21,FII/FPI,9061.04,8940.41,120.63
29-04-2016,DII,1649.24,1621.11,28.13,FII/FPI,4399.71,4605.01,-205.3
01-05-2016,DII,1631.28,1618.09,13.19,FII/FPI,3361.38,3713.8,-352.42
02-05-2016,DII,2518.01,1757.99,760.02,FII/FPI,3051.02,3657.85,-606.83
04-05-2016,DII,1737.74,1681.89,55.85,FII/FPI,3262.01,4062.8,-800.79
05-05-2016,DII,1397.92,1146.13,251.79,FII/FPI,3721.95,4110.46,-388.51
07-05-2016,DII,1214.93,1662.41,-447.48,FII/FPI,3237.69,2972.06,265.63
08-05-2016,DII,2163.06,1546.74,616.32,FII/FPI,4264.48,3828.85,435.63
10-05-2016,DII,2079.91,2429.77,-349.86,FII/FPI,3449.13,3206.13,243
12-05-2016,DII,1381.33,1217.69,163.64,FII/FPI,3332.96,3650.81,-317.85
13-05-2016,DII,2213.76,1546.73,667.03,FII/FPI,5590.51,4096.63,1493.88
16-05-2016,DII,1480.4,1608.31,-127.91,FII/FPI,3888.85,3968.69,-79.84
18-05-2016,DII,1619.99,1380.08,239.91,FII/FPI,3809.48,4060.18,-250.7
19-05-2016,DII,2725.61,1241.96,1483.65,FII/FPI,4205.43,4970.01,-764.58
20-05-2016,DII,1683.31,1085.82,597.49,FII/FPI,2997.75,3741.61,-743.86
23-05-2016,DII,1646.35,1814.12,-167.77,FII/FPI,3089.85,3155.45,-65.6
24-05-2016,DII,2130.2,1140.25,989.95,FII/FPI,3561.8,4377.33,-815.53
25-05-2016,DII,1891.38,1554.16,337.22,FII/FPI,3741.39,3246.31,495.08
26-05-2016,DII,3047.6,2362.23,685.37,FII/FPI,6476.35,5895.06,581.29
27-05-2016,DII,2021.94,1952.6,69.34,FII/FPI,4618.93,4139.04,479.89
30-05-2016,DII,1318.83,1529.92,-211.09,FII/FPI,4100.58,3745.04,355.54
31-05-2016,DII,2836.68,2776.4,60.28,FII/FPI,18888.61,19003.13,-114.52
01-06-2016,DII,2091.12,1514.55,576.57,FII/FPI,4452.42,4694.9,-242.48
04-06-2016,DII,1727.29,1468.61,258.68,FII/FPI,2600.13,3093.69,-493.56
05-06-2016,DII,1154.35,974.55,179.8,FII/FPI,2768.13,2740.42,27.71
06-06-2016,DII,1288.99,1519.62,-230.63,FII/FPI,5016.42,4988.12,28.3
09-06-2016,DII,2146.33,2414.54,-268.21,FII/FPI,5512.56,4073.84,1438.72
10-06-2016,DII,2285.17,2409.62,-124.45,FII/FPI,3596.12,3242.32,353.8
12-06-2016,DII,1162.7,1327.38,-164.68,FII/FPI,3109.03,2947.23,161.8
13-06-2016,DII,1089.23,1687.06,-597.83,FII/FPI,3847.7,3635.46,212.24
14-06-2016,DII,1303.96,1336.23,-32.27,FII/FPI,2886.71,3000.07,-113.36
15-06-2016,DII,1671.85,1437.75,234.1,FII/FPI,3160.24,3268.47,-108.23
16-06-2016,DII,1802.7,1965.7,-163,FII/FPI,3061.12,3217.87,-156.75
17-06-2016,DII,1538.47,1564.68,-26.21,FII/FPI,4650.86,4618.9,31.96
20-06-2016,DII,2104.4,1380.34,724.06,FII/FPI,3065.4,3602.86,-537.46
21-06-2016,DII,1270.14,1605.67,-335.53,FII/FPI,3714.27,3229.61,484.66
22-06-2016,DII,1856.33,1494.99,361.34,FII/FPI,2841.18,2882.28,-41.1
23-06-2016,DII,1656.05,1452.49,203.56,FII/FPI,3185.92,3104.05,81.87
24-06-2016,DII,2968.9,2853.96,114.94,FII/FPI,3865.55,4494.69,-629.14
27-06-2016,DII,1434.81,1581.88,-147.07,FII/FPI,3420.3,3566.41,-146.11
28-06-2016,DII,1572.52,1815.23,-242.71,FII/FPI,3665.15,3855.58,-190.43
29-06-2016,DII,1565.76,1585.95,-20.19,FII/FPI,3567.28,3464.37,102.91
30-06-2016,DII,3117.9,3308.66,-190.76,FII/FPI,8113.06,7005.64,1107.42
01-07-2016,DII,2237.52,2046.66,190.86,FII/FPI,3610.14,4661.88,-1051.74
06-07-2016,DII,1657.55,1611.22,46.33,FII/FPI,6011.96,5512.23,499.73
07-07-2016,DII,1390.76,1550.74,-159.98,FII/FPI,4306.44,4605.95,-299.51
09-07-2016,DII,2406.07,3174.62,-768.55,FII/FPI,5606.66,4752.6,854.06
10-07-2016,DII,2566.65,1839.85,726.8,FII/FPI,3298.23,3241.98,56.25
11-07-2016,DII,3530.8,2750.94,779.86,FII/FPI,4407.65,4096.47,311.18
12-07-2016,DII,1731.59,1787.87,-56.28,FII/FPI,3941.02,3747.36,193.66
13-07-2016,DII,1912.86,2567.59,-654.73,FII/FPI,5041.83,4751.3,290.53
14-07-2016,DII,1445.86,2320.01,-874.15,FII/FPI,3861.29,2991.45,869.84
15-07-2016,DII,2439.65,3473.62,-1033.97,FII/FPI,5823.5,4362.24,1461.26
18-07-2016,DII,1615.85,2054.94,-439.09,FII/FPI,4126.5,3527.41,599.09
19-07-2016,DII,1737.67,2115.1,-377.43,FII/FPI,4237.66,3688.76,548.9
20-07-2016,DII,2373.99,2419.44,-45.45,FII/FPI,4669.7,4454.49,215.21
21-07-2016,DII,1865.28,2237.68,-372.4,FII/FPI,4293.45,3873.23,420.22
22-07-2016,DII,1609.74,1975.41,-365.67,FII/FPI,3865.06,3427.28,437.78
25-07-2016,DII,1823.28,1891.17,-67.89,FII/FPI,5020.39,4129.38,891.01
26-07-2016,DII,1902.21,2320.5,-418.29,FII/FPI,5488.54,4817.65,670.89
27-07-2016,DII,2554.71,2707.18,-152.47,FII/FPI,4862.01,4457.32,404.69
28-07-2016,DII,2770.94,3845.41,-1074.47,FII/FPI,8470.01,6702.95,1767.06
29-07-2016,DII,2407.01,2258.67,148.34,FII/FPI,5566.32,5580.34,-14.02
01-08-2016,DII,2200.62,1196.63,1003.99,FII/FPI,3802.86,5039.81,-1236.95
02-08-2016,DII,1531.24,1251.75,279.49,FII/FPI,1853.26,1937.82,-84.56
03-08-2016,DII,800.77,2142.28,-1341.51,FII/FPI,7088.18,6313.11,775.07
04-08-2016,DII,1235.43,1394.44,-159.01,FII/FPI,2609.08,2428.81,180.27
06-08-2016,DII,1263.74,1521.5,-257.76,FII/FPI,4207.27,3678.11,529.16
07-08-2016,DII,1217.46,1730.13,-512.67,FII/FPI,4059.13,3728.51,330.62
08-08-2016,DII,1488.9,2365.24,-876.34,FII/FPI,5196.48,4040.29,1156.19
09-08-2016,DII,2152.05,2739.48,-587.43,FII/FPI,4671.07,4559.66,111.41
11-08-2016,DII,2351.69,2057.63,294.06,FII/FPI,3612.74,3526.08,86.66
12-08-2016,DII,1606.08,1541.76,64.32,FII/FPI,4322.71,3623.85,698.86
16-08-2016,DII,1714.96,1823.94,-108.98,FII/FPI,7238.07,6553.34,684.73
17-08-2016,DII,1647.46,1736.83,-89.37,FII/FPI,4033.12,4033.07,0.05
18-08-2016,DII,2261.31,2275.73,-14.42,FII/FPI,4239.15,4076.98,162.17
19-08-2016,DII,2088.81,1982.62,106.19,FII/FPI,4275.47,3865.53,409.94
22-08-2016,DII,1778.26,1725.76,52.5,FII/FPI,3310.95,3611.45,-300.5
23-08-2016,DII,1729.99,2181.86,-451.87,FII/FPI,3587.31,3587.5,-0.19
24-08-2016,DII,2186.71,2057.53,129.18,FII/FPI,3092.45,3131.73,-39.28
25-08-2016,DII,2996.01,3353.03,-357.02,FII/FPI,5619.37,5991.45,-372.08
26-08-2016,DII,1734.67,2001.1,-266.43,FII/FPI,3110.76,2769.41,341.35
29-08-2016,DII,1695.11,1677.62,17.49,FII/FPI,3193,2906.48,286.52
30-08-2016,DII,2443.53,1958.39,485.14,FII/FPI,4118.1,3727.47,390.63
31-08-2016,DII,3600.67,2752.97,847.7,FII/FPI,15455.43,14601.24,854.19
02-09-2016,DII,1634.92,1809.06,-174.14,FII/FPI,1990,2670.7,-680.7
03-09-2016,DII,1170.71,1994.27,-823.56,FII/FPI,4868.19,4405.33,462.86
05-09-2016,DII,1787.25,1436.65,350.6,FII/FPI,3900.44,3676.04,224.4
06-09-2016,DII,1507.03,1824.77,-317.74,FII/FPI,3552,3317.8,234.2
08-09-2016,DII,2302.67,2912.82,-610.15,FII/FPI,4819.72,4675.57,144.15
09-09-2016,DII,1899.86,2228.12,-328.26,FII/FPI,4006.88,4322.12,-315.24
11-09-2016,DII,4753.76,3637.45,1116.31,FII/FPI,5107.63,7202.63,-2095
12-09-2016,DII,1608.44,1318.87,289.57,FII/FPI,3662.72,3462.2,200.52
14-09-2016,DII,2399.36,2407.89,-8.53,FII/FPI,4569.1,5046.43,-477.33
15-09-2016,DII,1804.95,2261.86,-456.91,FII/FPI,3406.73,3061.31,345.42
16-09-2016,DII,2589.56,2802.69,-213.13,FII/FPI,11227.46,10566.87,660.59
19-09-2016,DII,2040.24,2292.52,-252.28,FII/FPI,4070.93,3865.55,205.38
20-09-2016,DII,3118.97,2341.45,777.52,FII/FPI,4118.64,5265.57,-1146.93
21-09-2016,DII,2140.41,2371,-230.59,FII/FPI,4216.63,4032.78,183.85
22-09-2016,DII,2715.69,2405.34,310.35,FII/FPI,4744.31,4407.44,336.87
23-09-2016,DII,2917.21,2421.07,496.14,FII/FPI,5753.41,6053.39,-299.98
26-09-2016,DII,2396.31,2509.66,-113.35,FII/FPI,4381.46,4587.86,-206.4
27-09-2016,DII,2225.44,2134.77,90.67,FII/FPI,3650.87,3806.63,-155.76
28-09-2016,DII,2262.73,2332.26,-69.53,FII/FPI,4766.15,4692.32,73.83
29-09-2016,DII,5372.98,3742.1,1630.88,FII/FPI,11460.35,8046.98,3413.37
30-09-2016,DII,3165.92,1605.63,1560.29,FII/FPI,4474.94,5503.25,-1028.31
02-10-2016,DII,2106.71,1909.79,196.92,FII/FPI,3632.66,4383.99,-751.33
03-10-2016,DII,952.06,1550.09,-598.03,FII/FPI,4727.42,3664.31,1063.11
05-10-2016,DII,1647.05,1578.85,68.2,FII/FPI,3858.41,3529.82,328.59
06-10-2016,DII,1399.39,1565.01,-165.62,FII/FPI,3510.34,3309.02,201.32
